Tahun;Kode Wilayah;Kabupaten_Kota;Kelompok Bahan;Komoditas;Konsumsi Pangan
2023;1812;Tulang Bawang Barat;Pangan Hewani;Telur;5,71
2023;1812;Tulang Bawang Barat;Pangan Hewani;Susu;1,72
2023;1812;Tulang Bawang Barat;Pangan Hewani;Ikan ;19,06
2023;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak dan Lemak;10,68
2023;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak Kelapa;0,23
2023;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak sawit;9,97
2023;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak lainnya;0,48
2023;1812;Tulang Bawang Barat;Buah/Biji Berminyak;Buah/Biji Berminyak;1,16
2023;1812;Tulang Bawang Barat;Buah/Biji Berminyak;Kelapa;1,03
2023;1812;Tulang Bawang Barat;Buah/Biji Berminyak;Kemiri;0,13
2023;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang-kacangan;7,63
2023;1812;Tulang Bawang Barat;Kacang-kacangan;Kedelai;7,25
2023;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang tanah;0,12
2023;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang hijau;0,17
2023;1812;Tulang Bawang Barat;Kacang-kacangan;kacang lain;0,09
2023;1812;Tulang Bawang Barat;Gula;Gula;6,3
2023;1812;Tulang Bawang Barat;Gula;Gula Pasir;5,51
2023;1812;Tulang Bawang Barat;Gula;Gula Merah;0,79
2023;1812;Tulang Bawang Barat;Sayur dan Buah;Sayur dan Buah;84,42
2023;1812;Tulang Bawang Barat;Sayur dan Buah;Sayur;61,90
2023;1812;Tulang Bawang Barat;Sayur dan Buah;Buah;22,52
2023;1813;Pesisir Barat;Padi-Padian;Padi-Padian;116,49
2023;1813;Pesisir Barat;Padi-Padian;Beras;100,72
2023;1813;Pesisir Barat;Padi-Padian;Jagung;0,2
2023;1813;Pesisir Barat;Padi-Padian;Terigu;15,77
2023;1813;Pesisir Barat;Umbi-umbian;Umbi-umbian;13,69
2023;1813;Pesisir Barat;Umbi-umbian;Singkong;7,76
2023;1813;Pesisir Barat;Umbi-umbian;Ubi Jalar;3,04
2023;1813;Pesisir Barat;Umbi-umbian;kentang;2,18
2023;1813;Pesisir Barat;Umbi-umbian;Sagu;0,29
2023;1813;Pesisir Barat;Umbi-umbian;Umbi lainnya;0,42
2023;1813;Pesisir Barat;Pangan Hewani;Pangan Hewani;33,91
2023;1813;Pesisir Barat;Pangan Hewani;Daging Ruminansia;1,79
2023;1813;Pesisir Barat;Pangan Hewani;Daging Unggas;4,17
2023;1813;Pesisir Barat;Pangan Hewani;Telur;5,63
2023;1813;Pesisir Barat;Pangan Hewani;Susu;1,70
2023;1813;Pesisir Barat;Pangan Hewani;Ikan ;20,62
2023;1813;Pesisir Barat;Minyak dan Lemak;Minyak dan Lemak;10,36
2023;1813;Pesisir Barat;Minyak dan Lemak;Minyak Kelapa;0,00
2023;1813;Pesisir Barat;Minyak dan Lemak;Minyak sawit;9,65
2023;1813;Pesisir Barat;Minyak dan Lemak;Minyak lainnya;0,71
2023;1813;Pesisir Barat;Buah/Biji Berminyak;Buah/Biji Berminyak;4,07
2023;1813;Pesisir Barat;Buah/Biji Berminyak;Kelapa;3,93
2023;1813;Pesisir Barat;Buah/Biji Berminyak;Kemiri;0,14
2023;1813;Pesisir Barat;Kacang-kacangan;Kacang-kacangan;6,72
2023;1813;Pesisir Barat;Kacang-kacangan;Kedelai;6,33
2023;1813;Pesisir Barat;Kacang-kacangan;Kacang tanah;0,13
2023;1813;Pesisir Barat;Kacang-kacangan;Kacang hijau;0,10
2023;1813;Pesisir Barat;Kacang-kacangan;kacang lain;0,16
2023;1813;Pesisir Barat;Gula;Gula;6,66
2023;1813;Pesisir Barat;Gula;Gula Pasir;5,74
2023;1813;Pesisir Barat;Gula;Gula Merah;0,92
2023;1813;Pesisir Barat;Sayur dan Buah;Sayur dan Buah;93,55
2023;1813;Pesisir Barat;Sayur dan Buah;Sayur;69,75
2023;1813;Pesisir Barat;Sayur dan Buah;Buah;23,80
2023;1871;Kota Bandar lampung;Padi-Padian;Padi-Padian;98,54
2023;1871;Kota Bandar lampung;Padi-Padian;Beras;79,75
2023;1871;Kota Bandar lampung;Padi-Padian;Jagung;0,92
2023;1871;Kota Bandar lampung;Padi-Padian;Terigu;17,87
2023;1871;Kota Bandar lampung;Umbi-umbian;Umbi-umbian;13,64
2023;1871;Kota Bandar lampung;Umbi-umbian;Singkong;8,66
2023;1871;Kota Bandar lampung;Umbi-umbian;Ubi Jalar;2,16
2023;1871;Kota Bandar lampung;Umbi-umbian;kentang;2,07
2023;1871;Kota Bandar lampung;Umbi-umbian;Sagu;0,20
2023;1871;Kota Bandar lampung;Umbi-umbian;Umbi lainnya;0,55
2023;1871;Kota Bandar lampung;Pangan Hewani;Pangan Hewani;51,52
2023;1871;Kota Bandar lampung;Pangan Hewani;Daging Ruminansia;3,70
2023;1871;Kota Bandar lampung;Pangan Hewani;Daging Unggas;10,11
2023;1871;Kota Bandar lampung;Pangan Hewani;Telur;10,07
2023;1871;Kota Bandar lampung;Pangan Hewani;Susu;3,88
2023;1871;Kota Bandar lampung;Pangan Hewani;Ikan ;23,76
2023;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak dan Lemak;11,47
2023;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak Kelapa;0,16
2023;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak sawit;10,62
2023;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak lainnya;0,69
2023;1871;Kota Bandar lampung;Buah/Biji Berminyak;Buah/Biji Berminyak;0,37
2023;1871;Kota Bandar lampung;Buah/Biji Berminyak;Kelapa;0,32
2023;1871;Kota Bandar lampung;Buah/Biji Berminyak;Kemiri;0,05
2023;1871;Kota Bandar lampung;Kacang-kacangan;Kacang-kacangan;13,02
2023;1871;Kota Bandar lampung;Kacang-kacangan;Kedelai;12,44
2023;1871;Kota Bandar lampung;Kacang-kacangan;Kacang tanah;0,25
2023;1871;Kota Bandar lampung;Kacang-kacangan;Kacang hijau;0,29
2023;1871;Kota Bandar lampung;Kacang-kacangan;kacang lain;0,04
2023;1871;Kota Bandar lampung;Gula;Gula;5,8
2023;1871;Kota Bandar lampung;Gula;Gula Pasir;5,41
2023;1871;Kota Bandar lampung;Gula;Gula Merah;0,39
2023;1871;Kota Bandar lampung;Sayur dan Buah;Sayur dan Buah;83,3
2023;1871;Kota Bandar lampung;Sayur dan Buah;Sayur;53,51
2023;1871;Kota Bandar lampung;Sayur dan Buah;Buah;29,79
2023;1872;Kota Metro;Padi-Padian;Padi-Padian;94,21
2023;1872;Kota Metro;Padi-Padian;Beras;76,04
2023;1872;Kota Metro;Padi-Padian;Jagung;0,69
2023;1872;Kota Metro;Padi-Padian;Terigu;17,48
2023;1872;Kota Metro;Umbi-umbian;Umbi-umbian;10,89
2023;1872;Kota Metro;Umbi-umbian;Singkong;7,34
2023;1872;Kota Metro;Umbi-umbian;Ubi Jalar;1,85
2023;1872;Kota Metro;Umbi-umbian;kentang;1,41
2023;1872;Kota Metro;Umbi-umbian;Sagu;0,06
2023;1872;Kota Metro;Umbi-umbian;Umbi lainnya;0,23
2023;1872;Kota Metro;Pangan Hewani;Pangan Hewani;45,36
2023;1872;Kota Metro;Pangan Hewani;Daging Ruminansia;4,15
2023;1872;Kota Metro;Pangan Hewani;Daging Unggas;8,04
2023;1872;Kota Metro;Pangan Hewani;Telur;8,63
2023;1872;Kota Metro;Pangan Hewani;Susu;2,80
2023;1872;Kota Metro;Pangan Hewani;Ikan ;21,74
2023;1872;Kota Metro;Minyak dan Lemak;Minyak dan Lemak;9,26
2023;1872;Kota Metro;Minyak dan Lemak;Minyak Kelapa;0,01
2023;1872;Kota Metro;Minyak dan Lemak;Minyak sawit;8,81
2023;1872;Kota Metro;Minyak dan Lemak;Minyak lainnya;0,44
2023;1872;Kota Metro;Buah/Biji Berminyak;Buah/Biji Berminyak;1,03
2023;1872;Kota Metro;Buah/Biji Berminyak;Kelapa;0,95
2023;1872;Kota Metro;Buah/Biji Berminyak;Kemiri;0,08
2023;1872;Kota Metro;Kacang-kacangan;Kacang-kacangan;9,74
2023;1872;Kota Metro;Kacang-kacangan;Kedelai;9,12
2023;1872;Kota Metro;Kacang-kacangan;Kacang tanah;0,08
2023;1872;Kota Metro;Kacang-kacangan;Kacang hijau;0,49
2023;1872;Kota Metro;Kacang-kacangan;kacang lain;0,05
2023;1872;Kota Metro;Gula;Gula;4,27
2023;1872;Kota Metro;Gula;Gula Pasir;3,75
2023;1872;Kota Metro;Gula;Gula Merah;0,52
2023;1872;Kota Metro;Sayur dan Buah;Sayur dan Buah;93,13
2023;1872;Kota Metro;Sayur dan Buah;Sayur;57,46
2023;1872;Kota Metro;Sayur dan Buah;Buah;35,67
2022;1804;Lampung Barat;Padi-Padian;Padi-Padian;117,96
2022;1804;Lampung Barat;Padi-Padian;Beras;103,72
2022;1804;Lampung Barat;Padi-Padian;Jagung;1,29
2022;1804;Lampung Barat;Padi-Padian;Terigu;12,95
2022;1804;Lampung Barat;Umbi-umbian;Umbi-umbian;19,819
2022;1804;Lampung Barat;Umbi-umbian;Singkong;12,48
2022;1804;Lampung Barat;Umbi-umbian;Ubi Jalar;3,36
2022;1804;Lampung Barat;Umbi-umbian;kentang;3,26
2022;1804;Lampung Barat;Umbi-umbian;Sagu;0,009
2022;1804;Lampung Barat;Umbi-umbian;Umbi lainnya;0,71
2022;1804;Lampung Barat;Pangan Hewani;Pangan Hewani;36,8
2022;1804;Lampung Barat;Pangan Hewani;Daging Ruminansia;1,79
2022;1804;Lampung Barat;Pangan Hewani;Daging Unggas;4,97
2022;1804;Lampung Barat;Pangan Hewani;Telur;6,86
2022;1804;Lampung Barat;Pangan Hewani;Susu;1,78
2022;1804;Lampung Barat;Pangan Hewani;Ikan ;21,40
2022;1804;Lampung Barat;Minyak dan Lemak;Minyak dan Lemak;9,95
2022;1804;Lampung Barat;Minyak dan Lemak;Minyak Kelapa;0,03
2022;1804;Lampung Barat;Minyak dan Lemak;Minyak sawit;9,86
2022;1804;Lampung Barat;Minyak dan Lemak;Minyak lainnya;0,06
2022;1804;Lampung Barat;Buah/Biji Berminyak;Buah/Biji Berminyak;1,3
2022;1804;Lampung Barat;Buah/Biji Berminyak;Kelapa;1,12
2022;1804;Lampung Barat;Buah/Biji Berminyak;Kemiri;0,18
2022;1804;Lampung Barat;Kacang-kacangan;Kacang-kacangan;11,14
2022;1804;Lampung Barat;Kacang-kacangan;Kedelai;10,67
2022;1804;Lampung Barat;Kacang-kacangan;Kacang tanah;0,20
2022;1804;Lampung Barat;Kacang-kacangan;Kacang hijau;0,22
2022;1804;Lampung Barat;Kacang-kacangan;kacang lain;0,05
2022;1804;Lampung Barat;Gula;Gula;8,57
2022;1804;Lampung Barat;Gula;Gula Pasir;7,51
2022;1804;Lampung Barat;Gula;Gula Merah;1,06
2022;1804;Lampung Barat;Sayur dan Buah;Sayur dan Buah;117,68
2022;1804;Lampung Barat;Sayur dan Buah;Sayur;86,00
2022;1804;Lampung Barat;Sayur dan Buah;Buah;31,68
2022;1806;Tanggamus;Padi-Padian;Padi-Padian;110,57
2022;1806;Tanggamus;Padi-Padian;Beras;94,85
2022;1806;Tanggamus;Padi-Padian;Jagung;0,43
2022;1806;Tanggamus;Padi-Padian;Terigu;15,29
2022;1806;Tanggamus;Umbi-umbian;Umbi-umbian;16,023
2022;1806;Tanggamus;Umbi-umbian;Singkong;11,45
2022;1806;Tanggamus;Umbi-umbian;Ubi Jalar;1,14
2022;1806;Tanggamus;Umbi-umbian;kentang;1,16
2022;1806;Tanggamus;Umbi-umbian;Sagu;0,013
2022;1806;Tanggamus;Umbi-umbian;Umbi lainnya;2,26
2022;1806;Tanggamus;Pangan Hewani;Pangan Hewani;36,18
2022;1806;Tanggamus;Pangan Hewani;Daging Ruminansia;2,23
2022;1806;Tanggamus;Pangan Hewani;Daging Unggas;5,04
2022;1806;Tanggamus;Pangan Hewani;Telur;7,10
2022;1806;Tanggamus;Pangan Hewani;Susu;1,70
2022;1806;Tanggamus;Pangan Hewani;Ikan ;20,11
2022;1806;Tanggamus;Minyak dan Lemak;Minyak dan Lemak;9,15
2022;1806;Tanggamus;Minyak dan Lemak;Minyak Kelapa;0,24
2022;1806;Tanggamus;Minyak dan Lemak;Minyak sawit;8,88
2022;1806;Tanggamus;Minyak dan Lemak;Minyak lainnya;0,03
2022;1806;Tanggamus;Buah/Biji Berminyak;Buah/Biji Berminyak;1,76
2022;1806;Tanggamus;Buah/Biji Berminyak;Kelapa;1,54
2022;1806;Tanggamus;Buah/Biji Berminyak;Kemiri;0,22
2022;1806;Tanggamus;Kacang-kacangan;Kacang-kacangan;10,37
2022;1806;Tanggamus;Kacang-kacangan;Kedelai;9,95
2022;1806;Tanggamus;Kacang-kacangan;Kacang tanah;0,12
2022;1806;Tanggamus;Kacang-kacangan;Kacang hijau;0,27
2022;1806;Tanggamus;Kacang-kacangan;kacang lain;0,03
2022;1806;Tanggamus;Gula;Gula;7,75
2022;1806;Tanggamus;Gula;Gula Pasir;6,41
2022;1806;Tanggamus;Gula;Gula Merah;1,34
2022;1806;Tanggamus;Sayur dan Buah;Sayur dan Buah;111,59
2022;1806;Tanggamus;Sayur dan Buah;Sayur;74,19
2022;1806;Tanggamus;Sayur dan Buah;Buah;37,40
2022;1801;Lampung Selatan;Padi-Padian;Padi-Padian;107,88
2022;1801;Lampung Selatan;Padi-Padian;Beras;92,68
2022;1801;Lampung Selatan;Padi-Padian;Jagung;0,67
2022;1801;Lampung Selatan;Padi-Padian;Terigu;14,53
2022;1801;Lampung Selatan;Umbi-umbian;Umbi-umbian;13,572
2022;1801;Lampung Selatan;Umbi-umbian;Singkong;8,96
2022;1801;Lampung Selatan;Umbi-umbian;Ubi Jalar;2,56
2022;1801;Lampung Selatan;Umbi-umbian;kentang;1,85
2022;1801;Lampung Selatan;Umbi-umbian;Sagu;0,062
2022;1801;Lampung Selatan;Umbi-umbian;Umbi lainnya;0,14
2022;1801;Lampung Selatan;Pangan Hewani;Pangan Hewani;44,16
2022;1801;Lampung Selatan;Pangan Hewani;Daging Ruminansia;2,71
2022;1801;Lampung Selatan;Pangan Hewani;Daging Unggas;8,15
2022;1801;Lampung Selatan;Pangan Hewani;Telur;8,20
2022;1801;Lampung Selatan;Pangan Hewani;Susu;1,92
2022;1801;Lampung Selatan;Pangan Hewani;Ikan ;23,18
2022;1801;Lampung Selatan;Minyak dan Lemak;Minyak dan Lemak;10,72
2022;1801;Lampung Selatan;Minyak dan Lemak;Minyak Kelapa;0,10
2022;1801;Lampung Selatan;Minyak dan Lemak;Minyak sawit;10,42
2022;1801;Lampung Selatan;Minyak dan Lemak;Minyak lainnya;0,20
2022;1801;Lampung Selatan;Buah/Biji Berminyak;Buah/Biji Berminyak;1,37
2022;1801;Lampung Selatan;Buah/Biji Berminyak;Kelapa;1,23
2022;1801;Lampung Selatan;Buah/Biji Berminyak;Kemiri;0,14
2022;1801;Lampung Selatan;Kacang-kacangan;Kacang-kacangan;12,73
2022;1801;Lampung Selatan;Kacang-kacangan;Kedelai;12,11
2022;1801;Lampung Selatan;Kacang-kacangan;Kacang tanah;0,22
2022;1801;Lampung Selatan;Kacang-kacangan;Kacang hijau;0,19
2022;1801;Lampung Selatan;Kacang-kacangan;kacang lain;0,21
2022;1801;Lampung Selatan;Gula;Gula;6,87
2022;1801;Lampung Selatan;Gula;Gula Pasir;6,21
2022;1801;Lampung Selatan;Gula;Gula Merah;0,66
2022;1801;Lampung Selatan;Sayur dan Buah;Sayur dan Buah;96,98
2022;1801;Lampung Selatan;Sayur dan Buah;Sayur;65,58
2022;1801;Lampung Selatan;Sayur dan Buah;Buah;31,40
2022;1807;Lampung Timur;Padi-Padian;Padi-Padian;110,05
2022;1807;Lampung Timur;Padi-Padian;Beras;93,56
2022;1807;Lampung Timur;Padi-Padian;Jagung;1,23
2022;1807;Lampung Timur;Padi-Padian;Terigu;15,26
2022;1807;Lampung Timur;Umbi-umbian;Umbi-umbian;18,821
2022;1807;Lampung Timur;Umbi-umbian;Singkong;12,5
2022;1807;Lampung Timur;Umbi-umbian;Ubi Jalar;3,02
2022;1807;Lampung Timur;Umbi-umbian;kentang;3,01
2022;1807;Lampung Timur;Umbi-umbian;Sagu;0,041
2022;1807;Lampung Timur;Umbi-umbian;Umbi lainnya;0,25
2022;1807;Lampung Timur;Pangan Hewani;Pangan Hewani;40,6
2022;1807;Lampung Timur;Pangan Hewani;Daging Ruminansia;2,59
2022;1807;Lampung Timur;Pangan Hewani;Daging Unggas;7,94
2022;1807;Lampung Timur;Pangan Hewani;Telur;7,89
2022;1807;Lampung Timur;Pangan Hewani;Susu;2,15
2022;1807;Lampung Timur;Pangan Hewani;Ikan ;20,03
2022;1807;Lampung Timur;Minyak dan Lemak;Minyak dan Lemak;10,23
2022;1807;Lampung Timur;Minyak dan Lemak;Minyak Kelapa;0,34
2022;1807;Lampung Timur;Minyak dan Lemak;Minyak sawit;9,64
2022;1807;Lampung Timur;Minyak dan Lemak;Minyak lainnya;0,25
2022;1807;Lampung Timur;Buah/Biji Berminyak;Buah/Biji Berminyak;2,75
2022;1807;Lampung Timur;Buah/Biji Berminyak;Kelapa;2,55
2022;1807;Lampung Timur;Buah/Biji Berminyak;Kemiri;0,20
2022;1807;Lampung Timur;Kacang-kacangan;Kacang-kacangan;14,55
2022;1807;Lampung Timur;Kacang-kacangan;Kedelai;13,82
2022;1807;Lampung Timur;Kacang-kacangan;Kacang tanah;0,43
2022;1807;Lampung Timur;Kacang-kacangan;Kacang hijau;0,17
2022;1807;Lampung Timur;Kacang-kacangan;kacang lain;0,13
2022;1807;Lampung Timur;Gula;Gula;8,34
2022;1807;Lampung Timur;Gula;Gula Pasir;6,87
2022;1807;Lampung Timur;Gula;Gula Merah;1,47
2022;1807;Lampung Timur;Sayur dan Buah;Sayur dan Buah;108,79
2022;1807;Lampung Timur;Sayur dan Buah;Sayur;73,67
2022;1807;Lampung Timur;Sayur dan Buah;Buah;35,12
2022;1802;Lampung Tengah;Padi-Padian;Padi-Padian;104,21
2022;1802;Lampung Tengah;Padi-Padian;Beras;89,54
2022;1802;Lampung Tengah;Padi-Padian;Jagung;0,40
2022;1802;Lampung Tengah;Padi-Padian;Terigu;14,27
2022;1802;Lampung Tengah;Umbi-umbian;Umbi-umbian;19,63
2022;1802;Lampung Tengah;Umbi-umbian;Singkong;14,52
2022;1802;Lampung Tengah;Umbi-umbian;Ubi Jalar;2,79
2022;1802;Lampung Tengah;Umbi-umbian;kentang;2,09
2022;1802;Lampung Tengah;Umbi-umbian;Sagu;0,00
2022;1802;Lampung Tengah;Umbi-umbian;Umbi lainnya;0,23
2022;1802;Lampung Tengah;Pangan Hewani;Pangan Hewani;41,24
2022;1802;Lampung Tengah;Pangan Hewani;Daging Ruminansia;2,67
2022;1802;Lampung Tengah;Pangan Hewani;Daging Unggas;7,56
2022;1802;Lampung Tengah;Pangan Hewani;Telur;7,87
2022;1802;Lampung Tengah;Pangan Hewani;Susu;2,21
2022;1802;Lampung Tengah;Pangan Hewani;Ikan ;20,93
2022;1802;Lampung Tengah;Minyak dan Lemak;Minyak dan Lemak;10,67
2022;1802;Lampung Tengah;Minyak dan Lemak;Minyak Kelapa;0,09
2022;1802;Lampung Tengah;Minyak dan Lemak;Minyak sawit;10,45
2022;1802;Lampung Tengah;Minyak dan Lemak;Minyak lainnya;0,13
2022;1802;Lampung Tengah;Buah/Biji Berminyak;Buah/Biji Berminyak;2,43
2022;1802;Lampung Tengah;Buah/Biji Berminyak;Kelapa;2,18
2022;1802;Lampung Tengah;Buah/Biji Berminyak;Kemiri;0,25
2022;1802;Lampung Tengah;Kacang-kacangan;Kacang-kacangan;13
2022;1802;Lampung Tengah;Kacang-kacangan;Kedelai;12,36
2022;1802;Lampung Tengah;Kacang-kacangan;Kacang tanah;0,15
2022;1802;Lampung Tengah;Kacang-kacangan;Kacang hijau;0,21
2022;1802;Lampung Tengah;Kacang-kacangan;kacang lain;0,28
2022;1802;Lampung Tengah;Gula;Gula;7,93
2022;1802;Lampung Tengah;Gula;Gula Pasir;6,36
2022;1802;Lampung Tengah;Gula;Gula Merah;1,57
2022;1802;Lampung Tengah;Sayur dan Buah;Sayur dan Buah;100,61
2022;1802;Lampung Tengah;Sayur dan Buah;Sayur;68,16
2022;1802;Lampung Tengah;Sayur dan Buah;Buah;32,45
2022;1803;Lampung Utara;Padi-Padian;Padi-Padian;100,47
2022;1803;Lampung Utara;Padi-Padian;Beras;88,09
2022;1803;Lampung Utara;Padi-Padian;Jagung;0,32
2022;1803;Lampung Utara;Padi-Padian;Terigu;12,06
2022;1803;Lampung Utara;Umbi-umbian;Umbi-umbian;12,416
2022;1803;Lampung Utara;Umbi-umbian;Singkong;8,49
2022;1803;Lampung Utara;Umbi-umbian;Ubi Jalar;2,07
2022;1803;Lampung Utara;Umbi-umbian;kentang;1,58
2022;1803;Lampung Utara;Umbi-umbian;Sagu;0,026
2022;1803;Lampung Utara;Umbi-umbian;Umbi lainnya;0,25
2022;1803;Lampung Utara;Pangan Hewani;Pangan Hewani;36,67
2022;1803;Lampung Utara;Pangan Hewani;Daging Ruminansia;1,66
2022;1803;Lampung Utara;Pangan Hewani;Daging Unggas;5,35
2022;1803;Lampung Utara;Pangan Hewani;Telur;7,37
2022;1803;Lampung Utara;Pangan Hewani;Susu;1,97
2022;1803;Lampung Utara;Pangan Hewani;Ikan ;20,32
2022;1803;Lampung Utara;Minyak dan Lemak;Minyak dan Lemak;10,9
2022;1803;Lampung Utara;Minyak dan Lemak;Minyak Kelapa;0,27
2022;1803;Lampung Utara;Minyak dan Lemak;Minyak sawit;10,59
2022;1803;Lampung Utara;Minyak dan Lemak;Minyak lainnya;0,04
2022;1803;Lampung Utara;Buah/Biji Berminyak;Buah/Biji Berminyak;0,93
2022;1803;Lampung Utara;Buah/Biji Berminyak;Kelapa;0,79
2022;1803;Lampung Utara;Buah/Biji Berminyak;Kemiri;0,14
2022;1803;Lampung Utara;Kacang-kacangan;Kacang-kacangan;12,44
2022;1803;Lampung Utara;Kacang-kacangan;Kedelai;12,17
2022;1803;Lampung Utara;Kacang-kacangan;Kacang tanah;0,13
2022;1803;Lampung Utara;Kacang-kacangan;Kacang hijau;0,12
2022;1803;Lampung Utara;Kacang-kacangan;kacang lain;0,02
2022;1803;Lampung Utara;Gula;Gula;7,72
2022;1803;Lampung Utara;Gula;Gula Pasir;6,96
2022;1803;Lampung Utara;Gula;Gula Merah;0,76
2022;1803;Lampung Utara;Sayur dan Buah;Sayur dan Buah;89,97
2022;1803;Lampung Utara;Sayur dan Buah;Sayur;66,73
2022;1803;Lampung Utara;Sayur dan Buah;Buah;23,24
2022;1808;Way Kawan;Padi-Padian;Padi-Padian;110,49
2022;1808;Way Kawan;Padi-Padian;Beras;94,96
2022;1808;Way Kawan;Padi-Padian;Jagung;0,68
2022;1808;Way Kawan;Padi-Padian;Terigu;14,85
2022;1808;Way Kawan;Umbi-umbian;Umbi-umbian;16,602
2022;1808;Way Kawan;Umbi-umbian;Singkong;12,22
2022;1808;Way Kawan;Umbi-umbian;Ubi Jalar;2,37
2022;1808;Way Kawan;Umbi-umbian;kentang;1,76
2022;1808;Way Kawan;Umbi-umbian;Sagu;0,012
2022;1808;Way Kawan;Umbi-umbian;Umbi lainnya;0,24
2022;1808;Way Kawan;Pangan Hewani;Pangan Hewani;44,02
2022;1808;Way Kawan;Pangan Hewani;Daging Ruminansia;2,89
2022;1808;Way Kawan;Pangan Hewani;Daging Unggas;7,97
2022;1808;Way Kawan;Pangan Hewani;Telur;8,17
2022;1808;Way Kawan;Pangan Hewani;Susu;2,27
2022;1808;Way Kawan;Pangan Hewani;Ikan ;22,72
2022;1808;Way Kawan;Minyak dan Lemak;Minyak dan Lemak;10,75
2022;1808;Way Kawan;Minyak dan Lemak;Minyak Kelapa;0,06
2022;1808;Way Kawan;Minyak dan Lemak;Minyak sawit;10,62
2022;1808;Way Kawan;Minyak dan Lemak;Minyak lainnya;0,07
2022;1808;Way Kawan;Buah/Biji Berminyak;Buah/Biji Berminyak;2,18
2022;1808;Way Kawan;Buah/Biji Berminyak;Kelapa;1,96
2022;1808;Way Kawan;Buah/Biji Berminyak;Kemiri;0,22
2022;1808;Way Kawan;Kacang-kacangan;Kacang-kacangan;8,21
2022;1808;Way Kawan;Kacang-kacangan;Kedelai;7,87
2022;1808;Way Kawan;Kacang-kacangan;Kacang tanah;0,07
2022;1808;Way Kawan;Kacang-kacangan;Kacang hijau;0,18
2022;1808;Way Kawan;Kacang-kacangan;kacang lain;0,09
2022;1808;Way Kawan;Gula;Gula;9,28
2022;1808;Way Kawan;Gula;Gula Pasir;8,46
2022;1808;Way Kawan;Gula;Gula Merah;0,82
2022;1808;Way Kawan;Sayur dan Buah;Sayur dan Buah;105,84
2022;1808;Way Kawan;Sayur dan Buah;Sayur;68,29
2022;1808;Way Kawan;Sayur dan Buah;Buah;37,55
2022;1805;Tulang Bawang;Padi-Padian;Padi-Padian;103,47
2022;1805;Tulang Bawang;Padi-Padian;Beras;90,57
2022;1805;Tulang Bawang;Padi-Padian;Jagung;1,01
2022;1805;Tulang Bawang;Padi-Padian;Terigu;11,89
2022;1805;Tulang Bawang;Umbi-umbian;Umbi-umbian;157,299
2022;1805;Tulang Bawang;Umbi-umbian;Singkong;12,05
2022;1805;Tulang Bawang;Umbi-umbian;Ubi Jalar;1,92
2022;1805;Tulang Bawang;Umbi-umbian;kentang;1,45
2022;1805;Tulang Bawang;Umbi-umbian;Sagu;0,0999
2022;1805;Tulang Bawang;Umbi-umbian;Umbi lainnya;0,21
2022;1805;Tulang Bawang;Pangan Hewani;Pangan Hewani;42,56
2022;1805;Tulang Bawang;Pangan Hewani;Daging Ruminansia;2,09
2022;1805;Tulang Bawang;Pangan Hewani;Daging Unggas;6,57
2022;1805;Tulang Bawang;Pangan Hewani;Telur;6,38
2022;1805;Tulang Bawang;Pangan Hewani;Susu;2,24
2022;1805;Tulang Bawang;Pangan Hewani;Ikan ;25,28
