Tahun;Kode Wilayah;Kabupaten_Kota;Kelompok Bahan;Komoditas;Konsumsi Pangan
2022;1805;Tulang Bawang;Minyak dan Lemak;Minyak dan Lemak;10,11
2022;1805;Tulang Bawang;Minyak dan Lemak;Minyak Kelapa;0,05
2022;1805;Tulang Bawang;Minyak dan Lemak;Minyak sawit;9,70
2022;1805;Tulang Bawang;Minyak dan Lemak;Minyak lainnya;0,36
2022;1805;Tulang Bawang;Buah/Biji Berminyak;Buah/Biji Berminyak;1,78
2022;1805;Tulang Bawang;Buah/Biji Berminyak;Kelapa;1,54
2022;1805;Tulang Bawang;Buah/Biji Berminyak;Kemiri;0,24
2022;1805;Tulang Bawang;Kacang-kacangan;Kacang-kacangan;9,55
2022;1805;Tulang Bawang;Kacang-kacangan;Kedelai;9,20
2022;1805;Tulang Bawang;Kacang-kacangan;Kacang tanah;0,12
2022;1805;Tulang Bawang;Kacang-kacangan;Kacang hijau;0,15
2022;1805;Tulang Bawang;Kacang-kacangan;kacang lain;0,08
2022;1805;Tulang Bawang;Gula;Gula;7,12
2022;1805;Tulang Bawang;Gula;Gula Pasir;6,39
2022;1805;Tulang Bawang;Gula;Gula Merah;0,73
2022;1805;Tulang Bawang;Sayur dan Buah;Sayur dan Buah;98,35
2022;1805;Tulang Bawang;Sayur dan Buah;Sayur;67,28
2022;1805;Tulang Bawang;Sayur dan Buah;Buah;31,07
2022;1809;Pesawaran;Padi-Padian;Padi-Padian;107,66
2022;1809;Pesawaran;Padi-Padian;Beras;91,09
2022;1809;Pesawaran;Padi-Padian;Jagung;0,28
2022;1809;Pesawaran;Padi-Padian;Terigu;16,29
2022;1809;Pesawaran;Umbi-umbian;Umbi-umbian;12,62
2022;1809;Pesawaran;Umbi-umbian;Singkong;7,90
2022;1809;Pesawaran;Umbi-umbian;Ubi Jalar;1,67
2022;1809;Pesawaran;Umbi-umbian;kentang;1,55
2022;1809;Pesawaran;Umbi-umbian;Sagu;0,056
2022;1809;Pesawaran;Umbi-umbian;Umbi lainnya;1,44
2022;1809;Pesawaran;Pangan Hewani;Pangan Hewani;38,54
2022;1809;Pesawaran;Pangan Hewani;Daging Ruminansia;3,38
2022;1809;Pesawaran;Pangan Hewani;Daging Unggas;6,35
2022;1809;Pesawaran;Pangan Hewani;Telur;7,41
2022;1809;Pesawaran;Pangan Hewani;Susu;2,03
2022;1809;Pesawaran;Pangan Hewani;Ikan ;19,37
2022;1809;Pesawaran;Minyak dan Lemak;Minyak dan Lemak;10,54
2022;1809;Pesawaran;Minyak dan Lemak;Minyak Kelapa;0,06
2022;1809;Pesawaran;Minyak dan Lemak;Minyak sawit;10,25
2022;1809;Pesawaran;Minyak dan Lemak;Minyak lainnya;0,23
2022;1809;Pesawaran;Buah/Biji Berminyak;Buah/Biji Berminyak;1,95
2022;1809;Pesawaran;Buah/Biji Berminyak;Kelapa;1,82
2022;1809;Pesawaran;Buah/Biji Berminyak;Kemiri;0,13
2022;1809;Pesawaran;Kacang-kacangan;Kacang-kacangan;14,74
2022;1809;Pesawaran;Kacang-kacangan;Kedelai;14,54
2022;1809;Pesawaran;Kacang-kacangan;Kacang tanah;0,02
2022;1809;Pesawaran;Kacang-kacangan;Kacang hijau;0,13
2022;1809;Pesawaran;Kacang-kacangan;kacang lain;0,05
2022;1809;Pesawaran;Gula;Gula;7,9
2022;1809;Pesawaran;Gula;Gula Pasir;6,73
2022;1809;Pesawaran;Gula;Gula Merah;1,17
2022;1809;Pesawaran;Sayur dan Buah;Sayur dan Buah;112,69
2022;1809;Pesawaran;Sayur dan Buah;Sayur;77,57
2022;1809;Pesawaran;Sayur dan Buah;Buah;35,12
2022;1810;Pringsewu;Padi-Padian;Padi-Padian;106,19
2022;1810;Pringsewu;Padi-Padian;Beras;90,14
2022;1810;Pringsewu;Padi-Padian;Jagung;0,51
2022;1810;Pringsewu;Padi-Padian;Terigu;15,54
2022;1810;Pringsewu;Umbi-umbian;Umbi-umbian;11,09
2022;1810;Pringsewu;Umbi-umbian;Singkong;8,46
2022;1810;Pringsewu;Umbi-umbian;Ubi Jalar;1,05
2022;1810;Pringsewu;Umbi-umbian;kentang;1,21
2022;1810;Pringsewu;Umbi-umbian;Sagu;0,000
2022;1810;Pringsewu;Umbi-umbian;Umbi lainnya;0,37
2022;1810;Pringsewu;Pangan Hewani;Pangan Hewani;99,12
2022;1810;Pringsewu;Pangan Hewani;Daging Ruminansia;65,25
2022;1810;Pringsewu;Pangan Hewani;Daging Unggas;6,05
2022;1810;Pringsewu;Pangan Hewani;Telur;7,25
2022;1810;Pringsewu;Pangan Hewani;Susu;2,27
2022;1810;Pringsewu;Pangan Hewani;Ikan ;18,30
2022;1810;Pringsewu;Minyak dan Lemak;Minyak dan Lemak;10,84
2022;1810;Pringsewu;Minyak dan Lemak;Minyak Kelapa;0,09
2022;1810;Pringsewu;Minyak dan Lemak;Minyak sawit;10,49
2022;1810;Pringsewu;Minyak dan Lemak;Minyak lainnya;0,26
2022;1810;Pringsewu;Buah/Biji Berminyak;Buah/Biji Berminyak;1,52
2022;1810;Pringsewu;Buah/Biji Berminyak;Kelapa;1,38
2022;1810;Pringsewu;Buah/Biji Berminyak;Kemiri;0,14
2022;1810;Pringsewu;Kacang-kacangan;Kacang-kacangan;12,43
2022;1810;Pringsewu;Kacang-kacangan;Kedelai;12,04
2022;1810;Pringsewu;Kacang-kacangan;Kacang tanah;0,09
2022;1810;Pringsewu;Kacang-kacangan;Kacang hijau;0,10
2022;1810;Pringsewu;Kacang-kacangan;kacang lain;0,20
2022;1810;Pringsewu;Gula;Gula;6,72
2022;1810;Pringsewu;Gula;Gula Pasir;5,07
2022;1810;Pringsewu;Gula;Gula Merah;1,65
2022;1810;Pringsewu;Sayur dan Buah;Sayur dan Buah;108,56
2022;1810;Pringsewu;Sayur dan Buah;Sayur;71,30
2022;1810;Pringsewu;Sayur dan Buah;Buah;37,26
2022;1811;Mesuji;Padi-Padian;Padi-Padian;106,28
2022;1811;Mesuji;Padi-Padian;Beras;94,04
2022;1811;Mesuji;Padi-Padian;Jagung;0,46
2022;1811;Mesuji;Padi-Padian;Terigu;11,78
2022;1811;Mesuji;Umbi-umbian;Umbi-umbian;13,808
2022;1811;Mesuji;Umbi-umbian;Singkong;9,54
2022;1811;Mesuji;Umbi-umbian;Ubi Jalar;2,80
2022;1811;Mesuji;Umbi-umbian;kentang;1,27
2022;1811;Mesuji;Umbi-umbian;Sagu;0,088
2022;1811;Mesuji;Umbi-umbian;Umbi lainnya;0,11
2022;1811;Mesuji;Pangan Hewani;Pangan Hewani;41,36
2022;1811;Mesuji;Pangan Hewani;Daging Ruminansia;2,59
2022;1811;Mesuji;Pangan Hewani;Daging Unggas;7,93
2022;1811;Mesuji;Pangan Hewani;Telur;6,37
2022;1811;Mesuji;Pangan Hewani;Susu;2,32
2022;1811;Mesuji;Pangan Hewani;Ikan ;22,15
2022;1811;Mesuji;Minyak dan Lemak;Minyak dan Lemak;10,25
2022;1811;Mesuji;Minyak dan Lemak;Minyak Kelapa;0,10
2022;1811;Mesuji;Minyak dan Lemak;Minyak sawit;9,95
2022;1811;Mesuji;Minyak dan Lemak;Minyak lainnya;0,20
2022;1811;Mesuji;Buah/Biji Berminyak;Buah/Biji Berminyak;1,13
2022;1811;Mesuji;Buah/Biji Berminyak;Kelapa;0,91
2022;1811;Mesuji;Buah/Biji Berminyak;Kemiri;0,22
2022;1811;Mesuji;Kacang-kacangan;Kacang-kacangan;9,76
2022;1811;Mesuji;Kacang-kacangan;Kedelai;9,48
2022;1811;Mesuji;Kacang-kacangan;Kacang tanah;0,11
2022;1811;Mesuji;Kacang-kacangan;Kacang hijau;0,16
2022;1811;Mesuji;Kacang-kacangan;kacang lain;0,01
2022;1811;Mesuji;Gula;Gula;7,9
2022;1811;Mesuji;Gula;Gula Pasir;6,81
2022;1811;Mesuji;Gula;Gula Merah;1,09
2022;1811;Mesuji;Sayur dan Buah;Sayur dan Buah;91,27
2022;1811;Mesuji;Sayur dan Buah;Sayur;63,08
2022;1811;Mesuji;Sayur dan Buah;Buah;28,19
2022;1812;Tulang Bawang Barat;Padi-Padian;Padi-Padian;100,88
2022;1812;Tulang Bawang Barat;Padi-Padian;Beras;92,31
2022;1812;Tulang Bawang Barat;Padi-Padian;Jagung;0,53
2022;1812;Tulang Bawang Barat;Padi-Padian;Terigu;8,04
2022;1812;Tulang Bawang Barat;Umbi-umbian;Umbi-umbian;13,35
2022;1812;Tulang Bawang Barat;Umbi-umbian;Singkong;9,43
2022;1812;Tulang Bawang Barat;Umbi-umbian;Ubi Jalar;2,76
2022;1812;Tulang Bawang Barat;Umbi-umbian;kentang;0,99
2022;1812;Tulang Bawang Barat;Umbi-umbian;Sagu;0,000
2022;1812;Tulang Bawang Barat;Umbi-umbian;Umbi lainnya;0,17
2022;1812;Tulang Bawang Barat;Pangan Hewani;Pangan Hewani;32,98
2022;1812;Tulang Bawang Barat;Pangan Hewani;Daging Ruminansia;2,35
2022;1812;Tulang Bawang Barat;Pangan Hewani;Daging Unggas;5,51
2022;1812;Tulang Bawang Barat;Pangan Hewani;Telur;4,98
2022;1812;Tulang Bawang Barat;Pangan Hewani;Susu;1,95
2022;1812;Tulang Bawang Barat;Pangan Hewani;Ikan ;18,19
2022;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak dan Lemak;9,06
2022;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak Kelapa;0,04
2022;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak sawit;8,92
2022;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak lainnya;0,10
2022;1812;Tulang Bawang Barat;Buah/Biji Berminyak;Buah/Biji Berminyak;1,22
2022;1812;Tulang Bawang Barat;Buah/Biji Berminyak;Kelapa;1,01
2022;1812;Tulang Bawang Barat;Buah/Biji Berminyak;Kemiri;0,21
2022;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang-kacangan;9,08
2022;1812;Tulang Bawang Barat;Kacang-kacangan;Kedelai;8,78
2022;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang tanah;0,04
2022;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang hijau;0,24
2022;1812;Tulang Bawang Barat;Kacang-kacangan;kacang lain;0,02
2022;1812;Tulang Bawang Barat;Gula;Gula;6,59
2022;1812;Tulang Bawang Barat;Gula;Gula Pasir;5,88
2022;1812;Tulang Bawang Barat;Gula;Gula Merah;0,71
2022;1812;Tulang Bawang Barat;Sayur dan Buah;Sayur dan Buah;89,9
2022;1812;Tulang Bawang Barat;Sayur dan Buah;Sayur;67,78
2022;1812;Tulang Bawang Barat;Sayur dan Buah;Buah;22,12
2022;1813;Pesisir Barat;Padi-Padian;Padi-Padian;108,15
2022;1813;Pesisir Barat;Padi-Padian;Beras;96,88
2022;1813;Pesisir Barat;Padi-Padian;Jagung;0,23
2022;1813;Pesisir Barat;Padi-Padian;Terigu;11,04
2022;1813;Pesisir Barat;Umbi-umbian;Umbi-umbian;13,051
2022;1813;Pesisir Barat;Umbi-umbian;Singkong;7,71
2022;1813;Pesisir Barat;Umbi-umbian;Ubi Jalar;2,80
2022;1813;Pesisir Barat;Umbi-umbian;kentang;1,96
2022;1813;Pesisir Barat;Umbi-umbian;Sagu;0,091
2022;1813;Pesisir Barat;Umbi-umbian;Umbi lainnya;0,49
2022;1813;Pesisir Barat;Pangan Hewani;Pangan Hewani;32,07
2022;1813;Pesisir Barat;Pangan Hewani;Daging Ruminansia;0,95
2022;1813;Pesisir Barat;Pangan Hewani;Daging Unggas;4,35
2022;1813;Pesisir Barat;Pangan Hewani;Telur;5,08
2022;1813;Pesisir Barat;Pangan Hewani;Susu;1,39
2022;1813;Pesisir Barat;Pangan Hewani;Ikan ;20,30
2022;1813;Pesisir Barat;Minyak dan Lemak;Minyak dan Lemak;8,55
2022;1813;Pesisir Barat;Minyak dan Lemak;Minyak Kelapa;0,04
2022;1813;Pesisir Barat;Minyak dan Lemak;Minyak sawit;8,35
2022;1813;Pesisir Barat;Minyak dan Lemak;Minyak lainnya;0,16
2022;1813;Pesisir Barat;Buah/Biji Berminyak;Buah/Biji Berminyak;3,42
2022;1813;Pesisir Barat;Buah/Biji Berminyak;Kelapa;3,34
2022;1813;Pesisir Barat;Buah/Biji Berminyak;Kemiri;0,08
2022;1813;Pesisir Barat;Kacang-kacangan;Kacang-kacangan;11,23
2022;1813;Pesisir Barat;Kacang-kacangan;Kedelai;10,87
2022;1813;Pesisir Barat;Kacang-kacangan;Kacang tanah;0,09
2022;1813;Pesisir Barat;Kacang-kacangan;Kacang hijau;0,19
2022;1813;Pesisir Barat;Kacang-kacangan;kacang lain;0,08
2022;1813;Pesisir Barat;Gula;Gula;6,43
2022;1813;Pesisir Barat;Gula;Gula Pasir;5,67
2022;1813;Pesisir Barat;Gula;Gula Merah;0,76
2022;1813;Pesisir Barat;Sayur dan Buah;Sayur dan Buah;96,13
2022;1813;Pesisir Barat;Sayur dan Buah;Sayur;65,79
2022;1813;Pesisir Barat;Sayur dan Buah;Buah;30,34
2022;1871;Kota Bandar lampung;Padi-Padian;Padi-Padian;95,56
2022;1871;Kota Bandar lampung;Padi-Padian;Beras;76,96
2022;1871;Kota Bandar lampung;Padi-Padian;Jagung;0,89
2022;1871;Kota Bandar lampung;Padi-Padian;Terigu;17,71
2022;1871;Kota Bandar lampung;Umbi-umbian;Umbi-umbian;13,36
2022;1871;Kota Bandar lampung;Umbi-umbian;Singkong;8,08
2022;1871;Kota Bandar lampung;Umbi-umbian;Ubi Jalar;1,47
2022;1871;Kota Bandar lampung;Umbi-umbian;kentang;3,17
2022;1871;Kota Bandar lampung;Umbi-umbian;Sagu;0,110
2022;1871;Kota Bandar lampung;Umbi-umbian;Umbi lainnya;0,53
2022;1871;Kota Bandar lampung;Pangan Hewani;Pangan Hewani;53,88
2022;1871;Kota Bandar lampung;Pangan Hewani;Daging Ruminansia;3,75
2022;1871;Kota Bandar lampung;Pangan Hewani;Daging Unggas;11,10
2022;1871;Kota Bandar lampung;Pangan Hewani;Telur;10,13
2022;1871;Kota Bandar lampung;Pangan Hewani;Susu;3,07
2022;1871;Kota Bandar lampung;Pangan Hewani;Ikan ;25,83
2022;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak dan Lemak;12,05
2022;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak Kelapa;0,03
2022;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak sawit;11,83
2022;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak lainnya;0,19
2022;1871;Kota Bandar lampung;Buah/Biji Berminyak;Buah/Biji Berminyak;0,47
2022;1871;Kota Bandar lampung;Buah/Biji Berminyak;Kelapa;0,32
2022;1871;Kota Bandar lampung;Buah/Biji Berminyak;Kemiri;0,15
2022;1871;Kota Bandar lampung;Kacang-kacangan;Kacang-kacangan;13,65
2022;1871;Kota Bandar lampung;Kacang-kacangan;Kedelai;13,04
2022;1871;Kota Bandar lampung;Kacang-kacangan;Kacang tanah;0,21
2022;1871;Kota Bandar lampung;Kacang-kacangan;Kacang hijau;0,29
2022;1871;Kota Bandar lampung;Kacang-kacangan;kacang lain;0,11
2022;1871;Kota Bandar lampung;Gula;Gula;6,69
2022;1871;Kota Bandar lampung;Gula;Gula Pasir;5,98
2022;1871;Kota Bandar lampung;Gula;Gula Merah;0,71
2022;1871;Kota Bandar lampung;Sayur dan Buah;Sayur dan Buah;64,33
2022;1871;Kota Bandar lampung;Sayur dan Buah;Sayur;53,74
2022;1871;Kota Bandar lampung;Sayur dan Buah;Buah;10,59
2022;1872;Kota Metro;Padi-Padian;Padi-Padian;93,32
2022;1872;Kota Metro;Padi-Padian;Beras;75,33
2022;1872;Kota Metro;Padi-Padian;Jagung;0,45
2022;1872;Kota Metro;Padi-Padian;Terigu;17,54
2022;1872;Kota Metro;Umbi-umbian;Umbi-umbian;10,746
2022;1872;Kota Metro;Umbi-umbian;Singkong;7,34
2022;1872;Kota Metro;Umbi-umbian;Ubi Jalar;2,00
2022;1872;Kota Metro;Umbi-umbian;kentang;1,24
2022;1872;Kota Metro;Umbi-umbian;Sagu;0,026
2022;1872;Kota Metro;Umbi-umbian;Umbi lainnya;0,14
2022;1872;Kota Metro;Pangan Hewani;Pangan Hewani;39,980
2022;1872;Kota Metro;Pangan Hewani;Daging Ruminansia;4,700
2022;1872;Kota Metro;Pangan Hewani;Daging Unggas;0,140
2022;1872;Kota Metro;Pangan Hewani;Telur;9,000
2022;1872;Kota Metro;Pangan Hewani;Susu;3,69
2022;1872;Kota Metro;Pangan Hewani;Ikan ;22,45
2022;1872;Kota Metro;Minyak dan Lemak;Minyak dan Lemak;7,97
2022;1872;Kota Metro;Minyak dan Lemak;Minyak Kelapa;0,02
2022;1872;Kota Metro;Minyak dan Lemak;Minyak sawit;7,86
2022;1872;Kota Metro;Minyak dan Lemak;Minyak lainnya;0,09
2022;1872;Kota Metro;Buah/Biji Berminyak;Buah/Biji Berminyak;0,84
2022;1872;Kota Metro;Buah/Biji Berminyak;Kelapa;0,71
2022;1872;Kota Metro;Buah/Biji Berminyak;Kemiri;0,13
2022;1872;Kota Metro;Kacang-kacangan;Kacang-kacangan;9,81
2022;1872;Kota Metro;Kacang-kacangan;Kedelai;9,20
2022;1872;Kota Metro;Kacang-kacangan;Kacang tanah;0,08
2022;1872;Kota Metro;Kacang-kacangan;Kacang hijau;0,47
2022;1872;Kota Metro;Kacang-kacangan;kacang lain;0,06
2022;1872;Kota Metro;Gula;Gula;4,08
2022;1872;Kota Metro;Gula;Gula Pasir;3,63
2022;1872;Kota Metro;Gula;Gula Merah;0,45
2022;1872;Kota Metro;Sayur dan Buah;Sayur dan Buah;90,99
2022;1872;Kota Metro;Sayur dan Buah;Sayur;55,25
2022;1872;Kota Metro;Sayur dan Buah;Buah;35,74
2021;1804;Lampung Barat;Padi-Padian;Padi-Padian;119,84
2021;1804;Lampung Barat;Padi-Padian;Beras;106,22
2021;1804;Lampung Barat;Padi-Padian;Jagung;0,79
2021;1804;Lampung Barat;Padi-Padian;Terigu;12,83
2021;1804;Lampung Barat;Umbi-umbian;Umbi-umbian;28,23
2021;1804;Lampung Barat;Umbi-umbian;Singkong;17,58
2021;1804;Lampung Barat;Umbi-umbian;Ubi Jalar;5,73
2021;1804;Lampung Barat;Umbi-umbian;Kentang;3,29
2021;1804;Lampung Barat;Umbi-umbian;Sagu;0,03
2021;1804;Lampung Barat;Umbi-umbian;Umbi Lainnya;1,61
2021;1804;Lampung Barat;Pangan Hewani;Pangan Hewani;33,44
2021;1804;Lampung Barat;Pangan Hewani;Daging ruminansia;1,23
2021;1804;Lampung Barat;Pangan Hewani;Daging Unggas;4,84
2021;1804;Lampung Barat;Pangan Hewani;Telur;6,13
2021;1804;Lampung Barat;Pangan Hewani;Susu;2,27
2021;1804;Lampung Barat;Pangan Hewani;Ikan;18,98
2021;1804;Lampung Barat;Minyak dan Lemak;Minyak dan Lemak;12,52
2021;1804;Lampung Barat;Minyak dan Lemak;Minyak Kelapa;0,96
2021;1804;Lampung Barat;Minyak dan Lemak;Minyak Sawit;11,52
2021;1804;Lampung Barat;Minyak dan Lemak;Minyak Lainnya;0,03
2021;1804;Lampung Barat;Buah/biji berminyak;Buah/biji berminyak;1,13
2021;1804;Lampung Barat;Buah/biji berminyak;Kelapa;0,91
2021;1804;Lampung Barat;Buah/biji berminyak;Kemiri;0,22
2021;1804;Lampung Barat;Kacang-kacangan;Kacang-kacangan;12,08
2021;1804;Lampung Barat;Kacang-kacangan;Kedelai;11,52
2021;1804;Lampung Barat;Kacang-kacangan;Kacang tanah;0,27
2021;1804;Lampung Barat;Kacang-kacangan;Kacang hijau;0,23
2021;1804;Lampung Barat;Kacang-kacangan;Kacang lain;0,06
2021;1804;Lampung Barat;Gula;Gula;9,64
2021;1804;Lampung Barat;Gula;Gula pasir;8,55
2021;1804;Lampung Barat;Gula;Gula merah;1,09
2021;1804;Lampung Barat;sayur dan buah;sayur dan buah;107,57
2021;1804;Lampung Barat;sayur dan buah;Sayur;78,68
2021;1804;Lampung Barat;sayur dan buah;Buah;28,89
2021;1806;Tanggamus;Padi-Padian;Padi-Padian;110,33
2021;1806;Tanggamus;Padi-Padian;Beras;94,27
2021;1806;Tanggamus;Padi-Padian;Jagung;0,56
2021;1806;Tanggamus;Padi-Padian;Terigu;15,50
2021;1806;Tanggamus;Umbi-umbian;Umbi-umbian;17,62
2021;1806;Tanggamus;Umbi-umbian;Singkong;11,83
2021;1806;Tanggamus;Umbi-umbian;Ubi Jalar;3,02
2021;1806;Tanggamus;Umbi-umbian;Kentang;1,30
2021;1806;Tanggamus;Umbi-umbian;Sagu;0,02
2021;1806;Tanggamus;Umbi-umbian;Umbi Lainnya;1,45
2021;1806;Tanggamus;Pangan Hewani;Pangan Hewani;33,18
2021;1806;Tanggamus;Pangan Hewani;Daging ruminansia;1,58
2021;1806;Tanggamus;Pangan Hewani;Daging Unggas;4,60
2021;1806;Tanggamus;Pangan Hewani;Telur;6,52
2021;1806;Tanggamus;Pangan Hewani;Susu;1,62
2021;1806;Tanggamus;Pangan Hewani;Ikan;18,86
2021;1806;Tanggamus;Minyak dan Lemak;Minyak dan Lemak;11,13
2021;1806;Tanggamus;Minyak dan Lemak;Minyak Kelapa;0,00
2021;1806;Tanggamus;Minyak dan Lemak;Minyak Sawit;11,01
2021;1806;Tanggamus;Minyak dan Lemak;Minyak Lainnya;0,12
2021;1806;Tanggamus;Buah/biji berminyak;Buah/biji berminyak;2,06
2021;1806;Tanggamus;Buah/biji berminyak;Kelapa;1,88
2021;1806;Tanggamus;Buah/biji berminyak;Kemiri;0,18
2021;1806;Tanggamus;Kacang-kacangan;Kacang-kacangan;8,69
2021;1806;Tanggamus;Kacang-kacangan;Kedelai;7,95
2021;1806;Tanggamus;Kacang-kacangan;Kacang tanah;0,15
2021;1806;Tanggamus;Kacang-kacangan;Kacang hijau;0,24
2021;1806;Tanggamus;Kacang-kacangan;Kacang lain;0,34
2021;1806;Tanggamus;Gula;Gula;8,02
2021;1806;Tanggamus;Gula;Gula pasir;7,06
2021;1806;Tanggamus;Gula;Gula merah;0,97
2021;1806;Tanggamus;sayur dan buah;sayur dan buah;93,03
2021;1806;Tanggamus;sayur dan buah;Sayur;66,70
2021;1806;Tanggamus;sayur dan buah;Buah;26,33
2021;1801;Lampung Selatan;Padi-Padian;Padi-Padian;107,11
2021;1801;Lampung Selatan;Padi-Padian;Beras;89,69
2021;1801;Lampung Selatan;Padi-Padian;Jagung;0,76
2021;1801;Lampung Selatan;Padi-Padian;Terigu;16,66
2021;1801;Lampung Selatan;Umbi-umbian;Umbi-umbian;19,34
2021;1801;Lampung Selatan;Umbi-umbian;Singkong;13,33
2021;1801;Lampung Selatan;Umbi-umbian;Ubi Jalar;3,73
2021;1801;Lampung Selatan;Umbi-umbian;Kentang;1,59
2021;1801;Lampung Selatan;Umbi-umbian;Sagu;0,40
2021;1801;Lampung Selatan;Umbi-umbian;Umbi Lainnya;0,29
2021;1801;Lampung Selatan;Pangan Hewani;Pangan Hewani;43,56
2021;1801;Lampung Selatan;Pangan Hewani;Daging ruminansia;2,12
2021;1801;Lampung Selatan;Pangan Hewani;Daging Unggas;6,57
2021;1801;Lampung Selatan;Pangan Hewani;Telur;8,49
2021;1801;Lampung Selatan;Pangan Hewani;Susu;2,10
2021;1801;Lampung Selatan;Pangan Hewani;Ikan;24,28
2021;1801;Lampung Selatan;Minyak dan Lemak;Minyak dan Lemak;13,16
2021;1801;Lampung Selatan;Minyak dan Lemak;Minyak Kelapa;0,11
2021;1801;Lampung Selatan;Minyak dan Lemak;Minyak Sawit;12,93
2021;1801;Lampung Selatan;Minyak dan Lemak;Minyak Lainnya;0,11
2021;1801;Lampung Selatan;Buah/biji berminyak;Buah/biji berminyak;1,81
2021;1801;Lampung Selatan;Buah/biji berminyak;Kelapa;1,69
2021;1801;Lampung Selatan;Buah/biji berminyak;Kemiri;0,13
2021;1801;Lampung Selatan;Kacang-kacangan;Kacang-kacangan;12,71
2021;1801;Lampung Selatan;Kacang-kacangan;Kedelai;11,58
2021;1801;Lampung Selatan;Kacang-kacangan;Kacang tanah;0,34
2021;1801;Lampung Selatan;Kacang-kacangan;Kacang hijau;0,22
2021;1801;Lampung Selatan;Kacang-kacangan;Kacang lain;0,57
2021;1801;Lampung Selatan;Gula;Gula;8,08
2021;1801;Lampung Selatan;Gula;Gula pasir;7,18
2021;1801;Lampung Selatan;Gula;Gula merah;0,90
2021;1801;Lampung Selatan;sayur dan buah;sayur dan buah;102,88
2021;1801;Lampung Selatan;sayur dan buah;Sayur;70,49
2021;1801;Lampung Selatan;sayur dan buah;Buah;32,39
2021;1807;Lampung Timur;Padi-Padian;Padi-Padian;101,72
2021;1807;Lampung Timur;Padi-Padian;Beras;88,43
2021;1807;Lampung Timur;Padi-Padian;Jagung;0,20
2021;1807;Lampung Timur;Padi-Padian;Terigu;13,08
2021;1807;Lampung Timur;Umbi-umbian;Umbi-umbian;21,68
2021;1807;Lampung Timur;Umbi-umbian;Singkong;15,46
2021;1807;Lampung Timur;Umbi-umbian;Ubi Jalar;3,96
2021;1807;Lampung Timur;Umbi-umbian;Kentang;2,01
2021;1807;Lampung Timur;Umbi-umbian;Sagu;0,04
2021;1807;Lampung Timur;Umbi-umbian;Umbi Lainnya;0,21
2021;1807;Lampung Timur;Pangan Hewani;Pangan Hewani;41,18
2021;1807;Lampung Timur;Pangan Hewani;Daging ruminansia;1,93
2021;1807;Lampung Timur;Pangan Hewani;Daging Unggas;7,45
2021;1807;Lampung Timur;Pangan Hewani;Telur;7,48
2021;1807;Lampung Timur;Pangan Hewani;Susu;2,36
2021;1807;Lampung Timur;Pangan Hewani;Ikan;21,94
2021;1807;Lampung Timur;Minyak dan Lemak;Minyak dan Lemak;12,12
2021;1807;Lampung Timur;Minyak dan Lemak;Minyak Kelapa;0,71
2021;1807;Lampung Timur;Minyak dan Lemak;Minyak Sawit;11,22
2021;1807;Lampung Timur;Minyak dan Lemak;Minyak Lainnya;0,19
2021;1807;Lampung Timur;Buah/biji berminyak;Buah/biji berminyak;3,02
2021;1807;Lampung Timur;Buah/biji berminyak;Kelapa;2,61
2021;1807;Lampung Timur;Buah/biji berminyak;Kemiri;0,41
