Tahun;Kode Wilayah;Kabupaten_Kota;Kelompok Bahan;Komoditas;Konsumsi Pangan
2021;1807;Lampung Timur;Kacang-kacangan;Kacang-kacangan;11,07
2021;1807;Lampung Timur;Kacang-kacangan;Kedelai;10,37
2021;1807;Lampung Timur;Kacang-kacangan;Kacang tanah;0,33
2021;1807;Lampung Timur;Kacang-kacangan;Kacang hijau;0,20
2021;1807;Lampung Timur;Kacang-kacangan;Kacang lain;0,17
2021;1807;Lampung Timur;Gula;Gula;8,23
2021;1807;Lampung Timur;Gula;Gula pasir;6,91
2021;1807;Lampung Timur;Gula;Gula merah;1,32
2021;1807;Lampung Timur;sayur dan buah;sayur dan buah;100,84
2021;1807;Lampung Timur;sayur dan buah;Sayur;66,05
2021;1807;Lampung Timur;sayur dan buah;Buah;34,79
2021;1802;Lampung Tengah;Padi-Padian;Padi-Padian;114,92
2021;1802;Lampung Tengah;Padi-Padian;Beras;98,39
2021;1802;Lampung Tengah;Padi-Padian;Jagung;0,49
2021;1802;Lampung Tengah;Padi-Padian;Terigu;16,03
2021;1802;Lampung Tengah;Umbi-umbian;Umbi-umbian;20,10
2021;1802;Lampung Tengah;Umbi-umbian;Singkong;14,00
2021;1802;Lampung Tengah;Umbi-umbian;Ubi Jalar;4,40
2021;1802;Lampung Tengah;Umbi-umbian;Kentang;1,41
2021;1802;Lampung Tengah;Umbi-umbian;Sagu;0,00
2021;1802;Lampung Tengah;Umbi-umbian;Umbi Lainnya;0,28
2021;1802;Lampung Tengah;Pangan Hewani;Pangan Hewani;39,33
2021;1802;Lampung Tengah;Pangan Hewani;Daging ruminansia;2,80
2021;1802;Lampung Tengah;Pangan Hewani;Daging Unggas;6,74
2021;1802;Lampung Tengah;Pangan Hewani;Telur;7,57
2021;1802;Lampung Tengah;Pangan Hewani;Susu;2,04
2021;1802;Lampung Tengah;Pangan Hewani;Ikan;20,17
2021;1802;Lampung Tengah;Minyak dan Lemak;Minyak dan Lemak;13,05
2021;1802;Lampung Tengah;Minyak dan Lemak;Minyak Kelapa;0,29
2021;1802;Lampung Tengah;Minyak dan Lemak;Minyak Sawit;12,44
2021;1802;Lampung Tengah;Minyak dan Lemak;Minyak Lainnya;0,32
2021;1802;Lampung Tengah;Buah/biji berminyak;Buah/biji berminyak;2,63
2021;1802;Lampung Tengah;Buah/biji berminyak;Kelapa;2,40
2021;1802;Lampung Tengah;Buah/biji berminyak;Kemiri;0,23
2021;1802;Lampung Tengah;Kacang-kacangan;Kacang-kacangan;12,08
2021;1802;Lampung Tengah;Kacang-kacangan;Kedelai;11,29
2021;1802;Lampung Tengah;Kacang-kacangan;Kacang tanah;0,35
2021;1802;Lampung Tengah;Kacang-kacangan;Kacang hijau;0,22
2021;1802;Lampung Tengah;Kacang-kacangan;Kacang lain;0,22
2021;1802;Lampung Tengah;Gula;Gula;8,37
2021;1802;Lampung Tengah;Gula;Gula pasir;6,83
2021;1802;Lampung Tengah;Gula;Gula merah;1,55
2021;1802;Lampung Tengah;sayur dan buah;sayur dan buah;95,66
2021;1802;Lampung Tengah;sayur dan buah;Sayur;65,95
2021;1802;Lampung Tengah;sayur dan buah;Buah;29,71
2021;1803;Lampung Utara;Padi-Padian;Padi-Padian;104,53
2021;1803;Lampung Utara;Padi-Padian;Beras;89,71
2021;1803;Lampung Utara;Padi-Padian;Jagung;1,21
2021;1803;Lampung Utara;Padi-Padian;Terigu;13,60
2021;1803;Lampung Utara;Umbi-umbian;Umbi-umbian;14,46
2021;1803;Lampung Utara;Umbi-umbian;Singkong;8,93
2021;1803;Lampung Utara;Umbi-umbian;Ubi Jalar;3,38
2021;1803;Lampung Utara;Umbi-umbian;Kentang;1,83
2021;1803;Lampung Utara;Umbi-umbian;Sagu;0,01
2021;1803;Lampung Utara;Umbi-umbian;Umbi Lainnya;0,31
2021;1803;Lampung Utara;Pangan Hewani;Pangan Hewani;33,46
2021;1803;Lampung Utara;Pangan Hewani;Daging ruminansia;1,52
2021;1803;Lampung Utara;Pangan Hewani;Daging Unggas;4,27
2021;1803;Lampung Utara;Pangan Hewani;Telur;7,21
2021;1803;Lampung Utara;Pangan Hewani;Susu;1,83
2021;1803;Lampung Utara;Pangan Hewani;Ikan;18,63
2021;1803;Lampung Utara;Minyak dan Lemak;Minyak dan Lemak;12,19
2021;1803;Lampung Utara;Minyak dan Lemak;Minyak Kelapa;0,39
2021;1803;Lampung Utara;Minyak dan Lemak;Minyak Sawit;11,57
2021;1803;Lampung Utara;Minyak dan Lemak;Minyak Lainnya;0,23
2021;1803;Lampung Utara;Buah/biji berminyak;Buah/biji berminyak;1,09
2021;1803;Lampung Utara;Buah/biji berminyak;Kelapa;0,97
2021;1803;Lampung Utara;Buah/biji berminyak;Kemiri;0,12
2021;1803;Lampung Utara;Kacang-kacangan;Kacang-kacangan;7,96
2021;1803;Lampung Utara;Kacang-kacangan;Kedelai;7,39
2021;1803;Lampung Utara;Kacang-kacangan;Kacang tanah;0,18
2021;1803;Lampung Utara;Kacang-kacangan;Kacang hijau;0,13
2021;1803;Lampung Utara;Kacang-kacangan;Kacang lain;0,26
2021;1803;Lampung Utara;Gula;Gula;9,03
2021;1803;Lampung Utara;Gula;Gula pasir;7,97
2021;1803;Lampung Utara;Gula;Gula merah;1,06
2021;1803;Lampung Utara;sayur dan buah;sayur dan buah;85,69
2021;1803;Lampung Utara;sayur dan buah;Sayur;64,09
2021;1803;Lampung Utara;sayur dan buah;Buah;21,60
2021;1808;Way Kawan;Padi-Padian;Padi-Padian;112,35
2021;1808;Way Kawan;Padi-Padian;Beras;96,84
2021;1808;Way Kawan;Padi-Padian;Jagung;0,17
2021;1808;Way Kawan;Padi-Padian;Terigu;15,34
2021;1808;Way Kawan;Umbi-umbian;Umbi-umbian;19,59
2021;1808;Way Kawan;Umbi-umbian;Singkong;14,50
2021;1808;Way Kawan;Umbi-umbian;Ubi Jalar;3,19
2021;1808;Way Kawan;Umbi-umbian;Kentang;1,65
2021;1808;Way Kawan;Umbi-umbian;Sagu;0,01
2021;1808;Way Kawan;Umbi-umbian;Umbi Lainnya;0,24
2021;1808;Way Kawan;Pangan Hewani;Pangan Hewani;37,46
2021;1808;Way Kawan;Pangan Hewani;Daging ruminansia;2,42
2021;1808;Way Kawan;Pangan Hewani;Daging Unggas;5,52
2021;1808;Way Kawan;Pangan Hewani;Telur;7,60
2021;1808;Way Kawan;Pangan Hewani;Susu;1,92
2021;1808;Way Kawan;Pangan Hewani;Ikan;20,00
2021;1808;Way Kawan;Minyak dan Lemak;Minyak dan Lemak;12,33
2021;1808;Way Kawan;Minyak dan Lemak;Minyak Kelapa;0,00
2021;1808;Way Kawan;Minyak dan Lemak;Minyak Sawit;12,07
2021;1808;Way Kawan;Minyak dan Lemak;Minyak Lainnya;0,26
2021;1808;Way Kawan;Buah/biji berminyak;Buah/biji berminyak;1,60
2021;1808;Way Kawan;Buah/biji berminyak;Kelapa;1,41
2021;1808;Way Kawan;Buah/biji berminyak;Kemiri;0,19
2021;1808;Way Kawan;Kacang-kacangan;Kacang-kacangan;8,07
2021;1808;Way Kawan;Kacang-kacangan;Kedelai;7,50
2021;1808;Way Kawan;Kacang-kacangan;Kacang tanah;0,15
2021;1808;Way Kawan;Kacang-kacangan;Kacang hijau;0,14
2021;1808;Way Kawan;Kacang-kacangan;Kacang lain;0,28
2021;1808;Way Kawan;Gula;Gula;9,74
2021;1808;Way Kawan;Gula;Gula pasir;8,89
2021;1808;Way Kawan;Gula;Gula merah;0,85
2021;1808;Way Kawan;sayur dan buah;sayur dan buah;104,62
2021;1808;Way Kawan;sayur dan buah;Sayur;71,12
2021;1808;Way Kawan;sayur dan buah;Buah;33,50
2021;1805;Tulang Bawang;Padi-Padian;Padi-Padian;100,27
2021;1805;Tulang Bawang;Padi-Padian;Beras;88,35
2021;1805;Tulang Bawang;Padi-Padian;Jagung;0,50
2021;1805;Tulang Bawang;Padi-Padian;Terigu;11,42
2021;1805;Tulang Bawang;Umbi-umbian;Umbi-umbian;15,21
2021;1805;Tulang Bawang;Umbi-umbian;Singkong;11,90
2021;1805;Tulang Bawang;Umbi-umbian;Ubi Jalar;2,08
2021;1805;Tulang Bawang;Umbi-umbian;Kentang;0,90
2021;1805;Tulang Bawang;Umbi-umbian;Sagu;0,04
2021;1805;Tulang Bawang;Umbi-umbian;Umbi Lainnya;0,30
2021;1805;Tulang Bawang;Pangan Hewani;Pangan Hewani;39,27
2021;1805;Tulang Bawang;Pangan Hewani;Daging ruminansia;2,25
2021;1805;Tulang Bawang;Pangan Hewani;Daging Unggas;5,18
2021;1805;Tulang Bawang;Pangan Hewani;Telur;6,43
2021;1805;Tulang Bawang;Pangan Hewani;Susu;1,82
2021;1805;Tulang Bawang;Pangan Hewani;Ikan;23,58
2021;1805;Tulang Bawang;Minyak dan Lemak;Minyak dan Lemak;10,57
2021;1805;Tulang Bawang;Minyak dan Lemak;Minyak Kelapa;0,00
2021;1805;Tulang Bawang;Minyak dan Lemak;Minyak Sawit;10,42
2021;1805;Tulang Bawang;Minyak dan Lemak;Minyak Lainnya;0,15
2021;1805;Tulang Bawang;Buah/biji berminyak;Buah/biji berminyak;1,52
2021;1805;Tulang Bawang;Buah/biji berminyak;Kelapa;1,28
2021;1805;Tulang Bawang;Buah/biji berminyak;Kemiri;0,24
2021;1805;Tulang Bawang;Kacang-kacangan;Kacang-kacangan;8,05
2021;1805;Tulang Bawang;Kacang-kacangan;Kedelai;7,53
2021;1805;Tulang Bawang;Kacang-kacangan;Kacang tanah;0,15
2021;1805;Tulang Bawang;Kacang-kacangan;Kacang hijau;0,18
2021;1805;Tulang Bawang;Kacang-kacangan;Kacang lain;0,19
2021;1805;Tulang Bawang;Gula;Gula;6,64
2021;1805;Tulang Bawang;Gula;Gula pasir;6,10
2021;1805;Tulang Bawang;Gula;Gula merah;0,54
2021;1805;Tulang Bawang;sayur dan buah;sayur dan buah;84,23
2021;1805;Tulang Bawang;sayur dan buah;Sayur;58,30
2021;1805;Tulang Bawang;sayur dan buah;Buah;25,93
2021;1809;Pesawaran;Padi-Padian;Padi-Padian;109,62
2021;1809;Pesawaran;Padi-Padian;Beras;94,43
2021;1809;Pesawaran;Padi-Padian;Jagung;0,37
2021;1809;Pesawaran;Padi-Padian;Terigu;14,82
2021;1809;Pesawaran;Umbi-umbian;Umbi-umbian;17,13
2021;1809;Pesawaran;Umbi-umbian;Singkong;11,03
2021;1809;Pesawaran;Umbi-umbian;Ubi Jalar;3,88
2021;1809;Pesawaran;Umbi-umbian;Kentang;1,48
2021;1809;Pesawaran;Umbi-umbian;Sagu;0,07
2021;1809;Pesawaran;Umbi-umbian;Umbi Lainnya;0,68
2021;1809;Pesawaran;Pangan Hewani;Pangan Hewani;37,44
2021;1809;Pesawaran;Pangan Hewani;Daging ruminansia;2,60
2021;1809;Pesawaran;Pangan Hewani;Daging Unggas;6,04
2021;1809;Pesawaran;Pangan Hewani;Telur;7,05
2021;1809;Pesawaran;Pangan Hewani;Susu;1,99
2021;1809;Pesawaran;Pangan Hewani;Ikan;19,76
2021;1809;Pesawaran;Minyak dan Lemak;Minyak dan Lemak;13,25
2021;1809;Pesawaran;Minyak dan Lemak;Minyak Kelapa;0,00
2021;1809;Pesawaran;Minyak dan Lemak;Minyak Sawit;12,98
2021;1809;Pesawaran;Minyak dan Lemak;Minyak Lainnya;0,27
2021;1809;Pesawaran;Buah/biji berminyak;Buah/biji berminyak;2,00
2021;1809;Pesawaran;Buah/biji berminyak;Kelapa;1,76
2021;1809;Pesawaran;Buah/biji berminyak;Kemiri;0,25
2021;1809;Pesawaran;Kacang-kacangan;Kacang-kacangan;15,23
2021;1809;Pesawaran;Kacang-kacangan;Kedelai;14,35
2021;1809;Pesawaran;Kacang-kacangan;Kacang tanah;0,51
2021;1809;Pesawaran;Kacang-kacangan;Kacang hijau;0,21
2021;1809;Pesawaran;Kacang-kacangan;Kacang lain;0,16
2021;1809;Pesawaran;Gula;Gula;8,31
2021;1809;Pesawaran;Gula;Gula pasir;7,32
2021;1809;Pesawaran;Gula;Gula merah;1,00
2021;1809;Pesawaran;sayur dan buah;sayur dan buah;110,29
2021;1809;Pesawaran;sayur dan buah;Sayur;75,78
2021;1809;Pesawaran;sayur dan buah;Buah;34,51
2021;1810;Pringsewu;Padi-Padian;Padi-Padian;104,61
2021;1810;Pringsewu;Padi-Padian;Beras;87,20
2021;1810;Pringsewu;Padi-Padian;Jagung;0,46
2021;1810;Pringsewu;Padi-Padian;Terigu;16,95
2021;1810;Pringsewu;Umbi-umbian;Umbi-umbian;19,09
2021;1810;Pringsewu;Umbi-umbian;Singkong;13,82
2021;1810;Pringsewu;Umbi-umbian;Ubi Jalar;3,22
2021;1810;Pringsewu;Umbi-umbian;Kentang;1,47
2021;1810;Pringsewu;Umbi-umbian;Sagu;0,02
2021;1810;Pringsewu;Umbi-umbian;Umbi Lainnya;0,57
2021;1810;Pringsewu;Pangan Hewani;Pangan Hewani;36,09
2021;1810;Pringsewu;Pangan Hewani;Daging ruminansia;3,66
2021;1810;Pringsewu;Pangan Hewani;Daging Unggas;5,42
2021;1810;Pringsewu;Pangan Hewani;Telur;7,51
2021;1810;Pringsewu;Pangan Hewani;Susu;2,42
2021;1810;Pringsewu;Pangan Hewani;Ikan;17,08
2021;1810;Pringsewu;Minyak dan Lemak;Minyak dan Lemak;13,91
2021;1810;Pringsewu;Minyak dan Lemak;Minyak Kelapa;0,00
2021;1810;Pringsewu;Minyak dan Lemak;Minyak Sawit;13,76
2021;1810;Pringsewu;Minyak dan Lemak;Minyak Lainnya;0,15
2021;1810;Pringsewu;Buah/biji berminyak;Buah/biji berminyak;1,84
2021;1810;Pringsewu;Buah/biji berminyak;Kelapa;1,66
2021;1810;Pringsewu;Buah/biji berminyak;Kemiri;0,18
2021;1810;Pringsewu;Kacang-kacangan;Kacang-kacangan;13,63
2021;1810;Pringsewu;Kacang-kacangan;Kedelai;12,85
2021;1810;Pringsewu;Kacang-kacangan;Kacang tanah;0,25
2021;1810;Pringsewu;Kacang-kacangan;Kacang hijau;0,18
2021;1810;Pringsewu;Kacang-kacangan;Kacang lain;0,35
2021;1810;Pringsewu;Gula;Gula;8,26
2021;1810;Pringsewu;Gula;Gula pasir;6,82
2021;1810;Pringsewu;Gula;Gula merah;1,45
2021;1810;Pringsewu;sayur dan buah;sayur dan buah;107,99
2021;1810;Pringsewu;sayur dan buah;Sayur;72,96
2021;1810;Pringsewu;sayur dan buah;Buah;35,03
2021;1811;Mesuji;Padi-Padian;Padi-Padian;103,78
2021;1811;Mesuji;Padi-Padian;Beras;91,34
2021;1811;Mesuji;Padi-Padian;Jagung;0,39
2021;1811;Mesuji;Padi-Padian;Terigu;12,05
2021;1811;Mesuji;Umbi-umbian;Umbi-umbian;21,18
2021;1811;Mesuji;Umbi-umbian;Singkong;16,20
2021;1811;Mesuji;Umbi-umbian;Ubi Jalar;3,71
2021;1811;Mesuji;Umbi-umbian;Kentang;1,07
2021;1811;Mesuji;Umbi-umbian;Sagu;0,04
2021;1811;Mesuji;Umbi-umbian;Umbi Lainnya;0,17
2021;1811;Mesuji;Pangan Hewani;Pangan Hewani;40,19
2021;1811;Mesuji;Pangan Hewani;Daging ruminansia;2,39
2021;1811;Mesuji;Pangan Hewani;Daging Unggas;6,95
2021;1811;Mesuji;Pangan Hewani;Telur;6,14
2021;1811;Mesuji;Pangan Hewani;Susu;2,18
2021;1811;Mesuji;Pangan Hewani;Ikan;22,53
2021;1811;Mesuji;Minyak dan Lemak;Minyak dan Lemak;11,95
2021;1811;Mesuji;Minyak dan Lemak;Minyak Kelapa;0,00
2021;1811;Mesuji;Minyak dan Lemak;Minyak Sawit;11,68
2021;1811;Mesuji;Minyak dan Lemak;Minyak Lainnya;0,27
2021;1811;Mesuji;Buah/biji berminyak;Buah/biji berminyak;1,89
2021;1811;Mesuji;Buah/biji berminyak;Kelapa;1,72
2021;1811;Mesuji;Buah/biji berminyak;Kemiri;0,17
2021;1811;Mesuji;Kacang-kacangan;Kacang-kacangan;8,28
2021;1811;Mesuji;Kacang-kacangan;Kedelai;8,00
2021;1811;Mesuji;Kacang-kacangan;Kacang tanah;0,12
2021;1811;Mesuji;Kacang-kacangan;Kacang hijau;0,14
2021;1811;Mesuji;Kacang-kacangan;Kacang lain;0,03
2021;1811;Mesuji;Gula;Gula;8,09
2021;1811;Mesuji;Gula;Gula pasir;7,21
2021;1811;Mesuji;Gula;Gula merah;0,88
2021;1811;Mesuji;sayur dan buah;sayur dan buah;88,84
2021;1811;Mesuji;sayur dan buah;Sayur;63,67
2021;1811;Mesuji;sayur dan buah;Buah;25,17
2021;1812;Tulang Bawang Barat;Padi-Padian;Padi-Padian;98,62
2021;1812;Tulang Bawang Barat;Padi-Padian;Beras;88,23
2021;1812;Tulang Bawang Barat;Padi-Padian;Jagung;0,36
2021;1812;Tulang Bawang Barat;Padi-Padian;Terigu;10,03
2021;1812;Tulang Bawang Barat;Umbi-umbian;Umbi-umbian;11,13
2021;1812;Tulang Bawang Barat;Umbi-umbian;Singkong;7,55
2021;1812;Tulang Bawang Barat;Umbi-umbian;Ubi Jalar;2,71
2021;1812;Tulang Bawang Barat;Umbi-umbian;Kentang;0,82
2021;1812;Tulang Bawang Barat;Umbi-umbian;Sagu;0,00
2021;1812;Tulang Bawang Barat;Umbi-umbian;Umbi Lainnya;0,05
2021;1812;Tulang Bawang Barat;Pangan Hewani;Pangan Hewani;33,12
2021;1812;Tulang Bawang Barat;Pangan Hewani;Daging ruminansia;1,35
2021;1812;Tulang Bawang Barat;Pangan Hewani;Daging Unggas;4,99
2021;1812;Tulang Bawang Barat;Pangan Hewani;Telur;5,95
2021;1812;Tulang Bawang Barat;Pangan Hewani;Susu;2,17
2021;1812;Tulang Bawang Barat;Pangan Hewani;Ikan;18,66
2021;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak dan Lemak;10,82
2021;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak Kelapa;0,00
2021;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak Sawit;10,50
2021;1812;Tulang Bawang Barat;Minyak dan Lemak;Minyak Lainnya;0,32
2021;1812;Tulang Bawang Barat;Buah/biji berminyak;Buah/biji berminyak;1,51
2021;1812;Tulang Bawang Barat;Buah/biji berminyak;Kelapa;1,29
2021;1812;Tulang Bawang Barat;Buah/biji berminyak;Kemiri;0,22
2021;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang-kacangan;7,72
2021;1812;Tulang Bawang Barat;Kacang-kacangan;Kedelai;7,42
2021;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang tanah;0,04
2021;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang hijau;0,16
2021;1812;Tulang Bawang Barat;Kacang-kacangan;Kacang lain;0,09
2021;1812;Tulang Bawang Barat;Gula;Gula;8,01
2021;1812;Tulang Bawang Barat;Gula;Gula pasir;7,29
2021;1812;Tulang Bawang Barat;Gula;Gula merah;0,73
2021;1812;Tulang Bawang Barat;sayur dan buah;sayur dan buah;83,30
2021;1812;Tulang Bawang Barat;sayur dan buah;Sayur;64,06
2021;1812;Tulang Bawang Barat;sayur dan buah;Buah;19,24
2021;1813;Pesisir Barat;Padi-Padian;Padi-Padian;103,56
2021;1813;Pesisir Barat;Padi-Padian;Beras;90,95
2021;1813;Pesisir Barat;Padi-Padian;Jagung;0,24
2021;1813;Pesisir Barat;Padi-Padian;Terigu;12,37
2021;1813;Pesisir Barat;Umbi-umbian;Umbi-umbian;16,88
2021;1813;Pesisir Barat;Umbi-umbian;Singkong;11,31
2021;1813;Pesisir Barat;Umbi-umbian;Ubi Jalar;2,76
2021;1813;Pesisir Barat;Umbi-umbian;Kentang;2,21
2021;1813;Pesisir Barat;Umbi-umbian;Sagu;0,03
2021;1813;Pesisir Barat;Umbi-umbian;Umbi Lainnya;0,57
2021;1813;Pesisir Barat;Pangan Hewani;Pangan Hewani;37,52
2021;1813;Pesisir Barat;Pangan Hewani;Daging ruminansia;1,19
2021;1813;Pesisir Barat;Pangan Hewani;Daging Unggas;4,73
2021;1813;Pesisir Barat;Pangan Hewani;Telur;5,94
2021;1813;Pesisir Barat;Pangan Hewani;Susu;1,76
2021;1813;Pesisir Barat;Pangan Hewani;Ikan;23,90
2021;1813;Pesisir Barat;Minyak dan Lemak;Minyak dan Lemak;10,39
2021;1813;Pesisir Barat;Minyak dan Lemak;Minyak Kelapa;0,51
2021;1813;Pesisir Barat;Minyak dan Lemak;Minyak Sawit;9,86
2021;1813;Pesisir Barat;Minyak dan Lemak;Minyak Lainnya;0,03
2021;1813;Pesisir Barat;Buah/biji berminyak;Buah/biji berminyak;5,00
2021;1813;Pesisir Barat;Buah/biji berminyak;Kelapa;4,92
2021;1813;Pesisir Barat;Buah/biji berminyak;Kemiri;0,08
2021;1813;Pesisir Barat;Kacang-kacangan;Kacang-kacangan;9,45
2021;1813;Pesisir Barat;Kacang-kacangan;Kedelai;8,86
2021;1813;Pesisir Barat;Kacang-kacangan;Kacang tanah;0,28
2021;1813;Pesisir Barat;Kacang-kacangan;Kacang hijau;0,15
2021;1813;Pesisir Barat;Kacang-kacangan;Kacang lain;0,16
2021;1813;Pesisir Barat;Gula;Gula;8,16
2021;1813;Pesisir Barat;Gula;Gula pasir;7,27
2021;1813;Pesisir Barat;Gula;Gula merah;0,88
2021;1813;Pesisir Barat;sayur dan buah;sayur dan buah;93,36
2021;1813;Pesisir Barat;sayur dan buah;Sayur;65,16
2021;1813;Pesisir Barat;sayur dan buah;Buah;28,20
2021;1871;Kota Bandar lampung;Padi-Padian;Padi-Padian;103,55
2021;1871;Kota Bandar lampung;Padi-Padian;Beras;82,07
2021;1871;Kota Bandar lampung;Padi-Padian;Jagung;0,74
2021;1871;Kota Bandar lampung;Padi-Padian;Terigu;20,74
2021;1871;Kota Bandar lampung;Umbi-umbian;Umbi-umbian;15,63
2021;1871;Kota Bandar lampung;Umbi-umbian;Singkong;9,52
2021;1871;Kota Bandar lampung;Umbi-umbian;Ubi Jalar;2,34
2021;1871;Kota Bandar lampung;Umbi-umbian;Kentang;2,85
2021;1871;Kota Bandar lampung;Umbi-umbian;Sagu;0,26
2021;1871;Kota Bandar lampung;Umbi-umbian;Umbi Lainnya;0,66
2021;1871;Kota Bandar lampung;Pangan Hewani;Pangan Hewani;52,05
2021;1871;Kota Bandar lampung;Pangan Hewani;Daging ruminansia;4,01
2021;1871;Kota Bandar lampung;Pangan Hewani;Daging Unggas;9,66
2021;1871;Kota Bandar lampung;Pangan Hewani;Telur;10,52
2021;1871;Kota Bandar lampung;Pangan Hewani;Susu;3,91
2021;1871;Kota Bandar lampung;Pangan Hewani;Ikan;23,95
2021;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak dan Lemak;12,09
2021;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak Kelapa;0,32
2021;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak Sawit;11,04
2021;1871;Kota Bandar lampung;Minyak dan Lemak;Minyak Lainnya;0,73
2021;1871;Kota Bandar lampung;Buah/biji berminyak;Buah/biji berminyak;0,68
2021;1871;Kota Bandar lampung;Buah/biji berminyak;Kelapa;0,52
2021;1871;Kota Bandar lampung;Buah/biji berminyak;Kemiri;0,16
2021;1871;Kota Bandar lampung;Kacang-kacangan;Kacang-kacangan;13,72
2021;1871;Kota Bandar lampung;Kacang-kacangan;Kedelai;13,11
2021;1871;Kota Bandar lampung;Kacang-kacangan;Kacang tanah;0,14
2021;1871;Kota Bandar lampung;Kacang-kacangan;Kacang hijau;0,29
2021;1871;Kota Bandar lampung;Kacang-kacangan;Kacang lain;0,18
2021;1871;Kota Bandar lampung;Gula;Gula;6,86
2021;1871;Kota Bandar lampung;Gula;Gula pasir;6,07
2021;1871;Kota Bandar lampung;Gula;Gula merah;0,80
2021;1871;Kota Bandar lampung;sayur dan buah;sayur dan buah;83,06
2021;1871;Kota Bandar lampung;sayur dan buah;Sayur;54,17
2021;1871;Kota Bandar lampung;sayur dan buah;Buah;28,89
2021;1872;Kota Metro;Padi-Padian;Padi-Padian;101,46
2021;1872;Kota Metro;Padi-Padian;Beras;83,29
2021;1872;Kota Metro;Padi-Padian;Jagung;0,44
2021;1872;Kota Metro;Padi-Padian;Terigu;17,73
2021;1872;Kota Metro;Umbi-umbian;Umbi-umbian;13,74
2021;1872;Kota Metro;Umbi-umbian;Singkong;9,35
2021;1872;Kota Metro;Umbi-umbian;Ubi Jalar;2,78
2021;1872;Kota Metro;Umbi-umbian;Kentang;1,58
2021;1872;Kota Metro;Umbi-umbian;Sagu;0,00
2021;1872;Kota Metro;Umbi-umbian;Umbi Lainnya;0,02
2021;1872;Kota Metro;Pangan Hewani;Pangan Hewani;50,30
2021;1872;Kota Metro;Pangan Hewani;Daging ruminansia;4,37
2021;1872;Kota Metro;Pangan Hewani;Daging Unggas;9,61
2021;1872;Kota Metro;Pangan Hewani;Telur;9,95
2021;1872;Kota Metro;Pangan Hewani;Susu;3,23
2021;1872;Kota Metro;Pangan Hewani;Ikan;23,14
2021;1872;Kota Metro;Minyak dan Lemak;Minyak dan Lemak;11,74
2021;1872;Kota Metro;Minyak dan Lemak;Minyak Kelapa;0,04
2021;1872;Kota Metro;Minyak dan Lemak;Minyak Sawit;11,17
2021;1872;Kota Metro;Minyak dan Lemak;Minyak Lainnya;0,54
2021;1872;Kota Metro;Buah/biji berminyak;Buah/biji berminyak;1,64
2021;1872;Kota Metro;Buah/biji berminyak;Kelapa;1,43
2021;1872;Kota Metro;Buah/biji berminyak;Kemiri;0,21
2021;1872;Kota Metro;Kacang-kacangan;Kacang-kacangan;10,92
2021;1872;Kota Metro;Kacang-kacangan;Kedelai;10,09
2021;1872;Kota Metro;Kacang-kacangan;Kacang tanah;0,23
2021;1872;Kota Metro;Kacang-kacangan;Kacang hijau;0,49
2021;1872;Kota Metro;Kacang-kacangan;Kacang lain;0,10
2021;1872;Kota Metro;Gula;Gula;5,55
2021;1872;Kota Metro;Gula;Gula pasir;4,89
2021;1872;Kota Metro;Gula;Gula merah;0,65
2021;1872;Kota Metro;sayur dan buah;sayur dan buah;97,75
2021;1872;Kota Metro;sayur dan buah;Sayur;62,63
2021;1872;Kota Metro;sayur dan buah;Buah;35,11
